"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"GR268.A73 R585 2012","0","0"
"PJ7575 .M375 2009","1","0"
"DC237 .R49 2014","0","0"
"PJ7561 .M85 2011","0","0"
"HV6430.A1 F33 2012","0","0"
"HV6433.K4 H64 2014","1","0"
"JF1601 .O24 2014","1","0"
"HT325 .S26 2014","0","0"
"HV6533.T4 R53 2014","1","0"
"TX724 .S539 2014","4","0"
"HD5856.U5 H45 2014","3","0"
"JN2997 .R43 2014","2","1"
"HM626 .S62 2014","0","0"
"JC571 .C319 2014","0","0"
"BF311 .S375 2014","0","0"
"U167.5.I8 C73 2014","4","0"
"PN1992.8.M38 L68 2014","0","0"
"HT1127 .G69 2014","4","1"
"HE355.3.E94 A95 2014","2","0"
"HV6433.786.A786 C45 2014","0","0"
"HD2337 .P694 2014","1","0"
"PN1992.4.W49 R43 2014","3","0"
"HN79.A17 A43 2014","1","0"
"JV151 .M48 2014","1","0"
"HM871 .M83 2014","0","0"
"HD9576.C52 T39 2014","0","0"
"JQ1809.A15 K48 2014","1","1"
"KJ147 .D57 2013","2","0"
"HF1586.5 .G56 2013","0","0"
"HV6773.52 .M86 2014","1","0"
"JC599.E9 H865 2014","1","0"
"HM728 .S65 2014","2","0"
"JF1525.A8 J44 2014","5","1"
"PN1992.77.D6277 J68 2014","2","1"
"HD9866.S682 S29 2014","2","0"
"HX523 .M37663 2014","2","1"
"JC580 .K68 2014","2","0"
"LB3064.4.E85 C35 2014","2","0"
"HB501 .S919513 2014","6","0"
"HD5708.46 .J36 2014","1","0"
"H62.5.U5 B63 2014","4","0"
"H62 .C69618 2015","13","0"
"JC423 .M366 2013","0","0"
"HV1568 .D5688 2014","5","0"
"JQ3769.A558 S35 2013","0","0"
"JC574.2.E85 D76 2013","1","0"
"HV6432.4 .E454 2014","0","0"
"LC1201 .H34 2014","0","0"
"LC4069.6 .N86 2014","1","0"
"HF5548.85 .I47 2014","1","0"
"P281 .L13 2014","0","0"
"JC598 .L534 2014","2","0"
"H62.A5 C67 2014","5","0"
"JZ3691.I64 F47 2013","0","0"
"HM1206 .M43 2014","1","0"
"KF319 .G475 2014","0","0"
"LB1065 .S82 2002","0","0"
"HD1698.I5 Y37 2013","0","0"
"HT168.N4 N49 2014","4","1"
"HD8039.D5 B37 2014","2","0"
"HC427.95 .Z43 2014","0","0"
"HT1521 .S35 2013","1","0"
"HC427.95 .L5354 2014","1","0"
"P294.5 .B58 2014","0","0"
"HM1121 .K36 2014","0","0"
"LB1139.3.G7 U75 2014","1","0"
"HD4903.5.U6 G74 2014","0","1"
"HQ784.V55 B58 2014","2","0"
"PL989.9.H6 C4512 2012","0","0"
"BP64.E3 I46 2012","0","0"
"PQ2677.U486 Z46 2013","1","0"
"PR9199.3.D5518 P35 2008","0","0"
"DS904 .P87 2012","0","0"
"N6559.A22 A4 1999","3","0"
"DC611.H335 G56 2013","1","0"
"B840 .Y33 2014","2","0"
"DF605.C63 B83 2014","5","0"
"E895 .D37 2014","0","0"
"PL8276.9 .O936 2014","1","0"
"DA925 .F36 2014","2","0"
"E359.5.C7 R63 2014","0","0"
"PN1993.5.I88 L89 2014","5","0"
"PS153.N5 D73 2014","6","0"
"BJ1533.K5 T83 2014","1","0"
"PS169.E25 H68 2014","5","0"
"E458.4 .W554 2014","2","1"
"PN3491 .K67 2014","1","0"
"PS374.G68 S57 2014","5","0"
"PA4272 .E5 2014","0","0"
"PA4272 .E5 2014","0","0"
"B105.F66 B65 2014","1","0"
"BX8611 .H68 2014","2","0"
"D804.66.T76 T77 2014","1","0"
"DU65 .B87 2014","3","1"
"DS732 .M56 2013","0","0"
"F1221.S43 M27 2014","0","0"
"BP80.S5365 A94 2014","0","0"
"B945.C274 D34 2014","1","0"
"E184.A24 T46 2014","0","0"
"PR9381.9.A223 D78 2014","0","0"
"PS3568.E68 F38 2014","0","0"
"E207.A4 D84 2014","0","0"
"BX8677.K57 H69 2014","1","0"
"E199 .S785 2014","0","0"
"DS134.26 .V37 2014","2","0"
"PS3569.A5146 N68 2014","1","0"
"PA6395 .S56 2014","0","0"
"BX1403.3 .C87 2014","1","0"
"DT395.3 .V46 2014","0","0"
"BX1753 .M3545 2014","0","0"
"HQ1410 .P65 2014","1","0"
"PN56.3.I6 R54 2014","3","0"
"PQ3949.2.P573 A6413 2014","0","0"
"PR6045.O72 Z89226 2014","1","0"
"PS1171 .G33 2014","0","0"
"DS917 .P3596 2013","0","0"
"DT295.3.S53 A3 2010","0","0"
"PQ2726.A43 F48 2014","0","0"
"GB746 .T68 2014","0","0"
"PR6119.T338 L47 2013","0","0"
"BP190.5.R4 S29 2012","0","0"
"PQ7298.29.A466 A63 2012","2","0"
"BR844 .F56 2014","0","0"
"PL994.2.I3 S27 2013","3","0"
"PR6052.E574 D75 2014","2","0"
"BS2615.53 A67 2014","0","0"
"PN1995.9.M34 R43 2014","1","1"
"PR6069.U386 P75 2013","0","0"
"DS924.T655 Y82 2012","0","0"
"PQ7291.O2 R3 2012","0","0"
"PQ7298.16.A33 I34 2013","0","0"
"PQ7298.16.A33 I57 2012","0","0"
"PQ7297.A8365 P37 2012","0","0"
"ND1063.4 .C438 2011","1","0"
"BX4662 .H325 1994","2","0"
"CB251 .K555 2012","2","0"
"BP173.75 .U4145 2010","1","0"
"BP173.75 .U4145 2010","1","0"
"PJ7816.A2 A6 2008","0","0"
"KBP380.M86 A2 2012","0","0"
"PN56.5.W64 M85 2013","0","0"
"HD9621.F82 C66 2014","0","0"
"PQ7298.432.E435 Z46 2013","1","0"
"KBP440.6.I43 K36 2012","0","0"
"PA4004 .H46 2013","1","1"
"PJ7846.A46 Z98 2011","0","0"
"PJ7846.A46 Z98 2011","0","0"
"NB1810 .M45x 2014","0","0"
"DT236 .N4713 2014","0","1"
"D786 .J64 2014","1","0"
"DS779.46 .K47 2014","1","1"
"PN1995.9.S668 H47 2014","0","0"
"B945.D44 D493 2014","0","0"
"PS3559.G54 D57 2014","5","0"
"D523 .E37 2014","0","0"
"HQ185.A5 S248 2014","1","0"
"PN187 .H37 2014","1","0"
"PT2359.H2 T36 2014","0","0"
"DF214 .H26 2014","5","0"
"DA927 .I76 2014","0","0"
"PS3610.O325 K56 2014","1","0"
"PN3503 .E66 2014","4","0"
"PN56.M87 P44 2014","0","0"
"E230 .S436 2014","3","0"
"D763.N6 D59 2014","0","0"
"BD331 .R34 2014","3","0"
"PS3551.D65 P74 2014","1","0"
"PS3563.A8355 Z82 2014","1","0"
"PS3606.U53 S86 2014","0","0"
"E480 .T73 2014","3","1"
"DS122.3 .V47 2014","0","0"
"E303 .S28 2014","3","0"
"PR2589 .K44 2014","1","0"
"PS3563 .I446 A54 2014","0","0"
"PS3562.A867 C49 2014","0","0"
"PR9387.9.C4 D74 2013","0","0"
"PS3610.O3664 E46 2014","2","0"
"PS3557.U82 F36 2014","1","0"
"GT525 .B37 2014","3","1"
"PA337 .I58 2009","1","0"
"DS326 .C67 2014","1","0"
"DS326 .C672 2014","1","0"
"B2430.D454 I575 2014","6","1"
"PS3608.N38 I83 2013","2","1"
"PS3611.U4 A6 2014","3","0"
"PR9333.9.K38 L37 2014","2","0"
"PS3555.H67 Z73 2014","0","0"
"HQ1237.5.C5 F56 2014","5","0"
"HQ1460.5 .O36 2014","4","0"
"PS3623.E885 M97 2014","1","0"
"E906 .G65 2014","2","0"
"PS3613.A5456 P38 2014","1","0"
"BT111.3 .A93 2014","0","1"
"B829.5 .M333 2014","5","0"
"BS1199.S8 A54 2014","0","0"
"PS3605.A763 P64 2014","1","1"
"BS2675.52 .B37 2014","0","1"
"PS3616.O8485 A6 2014","0","0"
"PS3569.A275 S36 2014","0","0"
"BT198 .K344 2014","0","0"
"DL33.T48 V43 2014","0","0"
"PS3557.R4336 T55 2014","2","0"
"E20 .T73 2013","0","0"
"BT732.7 .H36 2014","0","0"
"BS2745.53 .S74 2013","0","0"
"PJ7846.A46 Z7144 2011","0","0"
"BL65.S76 R38 2014","0","0"
"HQ1487 .U76 2013","0","0"
"PC3942.1.B4 A2 2014","0","0"
"DF229 .T74 2010","1","0"
"PS3573.E74 O97 2013","2","0"
"GV1651 .B37 2008","4","0"
"PT7513.S675 S5313 2014","0","0"
"PG3479.4.O4465 K65 2013","1","0"
"PS3554.I385 P758 1998","1","0"
"PG3492.56.L535 L85 2014","1","0"
"PG3491.44.N45 Z24 2014","1","0"
"PF3025 .P67 2014","2","0"
"PR9199.3.M3145 S56 2014","0","0"
"PS3618.O326 A45 2014","1","0"
"DD120.R8 D48 2014","0","0"
"KK3655 .B43 2014","0","0"
"UB359.G3 E348 2014","0","0"
"UA776.G78 H64 2013","0","0"
"DD260.8 .N54 2014","1","0"
"DD258.85.F8 P48 2014","0","0"
"PS3606.R37523 D57 2014","2","0"
"DT107.85 .H36 2011","0","0"
"PQ7258.2 .E52 2012","1","0"
"PQ7258.2 .E52 2012","1","0"
"PQ7258.2 .E52 2012","1","0"
"PQ7258.2 .E52 2012","1","0"
"PQ7258.2 .E52 2012","0","0"
"PQ7258.2 .E52 2012","1","0"
"PQ7258.2 .E52 2012","1","0"
"HD38.5 .N585 2010","0","0"
"HD49 .Y56 2011","0","0"
"HD38.5 .M536 2008","0","0"
"HD1415 .L365 2012","0","0"
"HC428.Y3 S38 2012","0","0"
"HD38.5 .L58 2010","0","0"
"HE1821 .H36 2010","0","0"
"HD38.5 .Z4465 2012","0","0"
"DK37.8.R6 C457 2013","0","0"
"PQ2631.I3 P6418 2011","0","0"
"PQ2631.I3 P6418 2011","0","0"
"PQ2631.I3 P6418 2011","0","0"
"PJ7944.A23 B39 2012","0","0"
"DT107.85 .D55 2011","0","0"
"DS79.769 .J37 2012","0","0"
"PQ8498.32.A65 Z46 2014","0","0"
"PT2662.O77 A94 2014","0","0"
"PN5355.P62 B67 2014","0","0"
"PT41 .F78 2011","0","0"
"PA8465 .I26 2013","0","1"
"F1321 .R43 2008","0","0"
"PR447 .H26 2014","1","1"
"F1408.3 .C33 2012","0","1"
"PG3410 .P55","0","0"
"PG3410 .M9 1939","0","0"
"PR6019.O9 Z784375 2013","1","0"
"DS119.8.M6 E63 2013","0","0"
"DS61.85 .O754 2014","0","0"
"LA563.7 .J64 2013","0","0"
"F3055 .L383 2013","0","0"
"HC470.T4 S68 2013","0","0"
"PQ8007.P64 G66 2013","0","0"
"RA465 .F87 2013","0","0"
"HN310.Z9 V56534 2013","0","0"
"HN310.Z9 V5638 2012","1","0"
"DS904 .C44917 2011","0","0"
"PS3563.O8749 Z65 2014","1","0"
"PS3563.O8749 Z65 2014","1","0"
"PL919 .S56 2012","0","0"
"PJ7507 .N87 2013","0","0"
"BP194.1 .A425 2014","0","0"
"PR6052.E3113 F46 2014","0","0"
"BR115.J8 C47 2014","1","0"
"DS916.54 .H355 2013","0","0"
"DS63.1 .A234 2011","0","0"
"DS924.T655 K366 2012","0","0"
"HQ1793 .Y27 2012","0","0"
"QH193.K6 K57 2012","0","0"
"PA8330.H3 A2 2014","0","0"
"PA8330.H3 A2 2014","0","0"
"DS911.74 .K84 2013","0","0"
"BP166.57 .Q87 2013","0","0"
"PJ7755 .R86 2010","1","0"
"PR1508 .O55 2012","0","0"
"DS782.8 .M32 2013","0","0"
"N7445.2 .S6218 2009","1","0"
"KHH516 .H69 2012","0","0"
"PQ7298.23.E5344 A614 2012","0","0"
"DD112 .M54 2013","0","0"
"PQ7298.29.A414 T42 2013","0","0"
"PQ7298.43.R34 H39 2013","0","0"
"DD256.5 .Q56 2013","0","0"
"HV8225 .I55 2014","0","0"
"PQ6658.U32 S65 2013","0","0"
"PQ6670.O4 F56 2014","0","0"
"DC36.4 .V53 2013","0","0"
"PQ7276 .C263 2013","0","0"
"LB2333.3 .E88 2013","0","0"
"PQ3959.3.R69 P48 2013","0","0"
"PQ6066 .A858 2014","2","0"
"PR2024.B783 A436 2013","1","0"
"HV6433.A65 A53 2013","0","0"
"BX4220.P9 H476 2013","0","0"
"D764 .S59638 2011","0","0"
"PR6107.R4425 B45 2014","2","0"
"DC943.G7 G68 2013","1","0"
"BV5091.C7 M312 2013","0","0"
"PR6108.O934 A6 2014","2","0"
"D805.5.B83 C65 2014","0","0"
"PQ7298.12.E47 C84 2013","0","0"
"PQ7298.28.E965 A64 2013","0","0"
"DD901.C79 G74 2014","0","0"
"PQ7298.3.O78 C58 2012","1","0"
"PQ7298.21.R38 T63 2012","1","0"
"BL820.B64 M37 2014","0","0"
"PA3879 .K52 2011","0","0"
"DE71 .G745 2014","0","0"
"PA6537 .G388 2014","0","0"
"NC1878.7.G3 A93 2014","0","0"
"PT1701.A1 C74 2013","0","0"
"DS135.F9 R653 2013","0","0"
"PQ148 .A47 2013","0","0"
"DC146.S7 E46 2013","0","0"
"PA6026 .L38 2014","1","0"
"N6974 .L574 2012","0","0"
"BF697.5.S43 H555 2014","0","0"
"PN45 .L58 2013","0","0"
"BP52.5 .M55 2014","0","0"
"PQ7516 .V58 2013","0","0"
"F2849.2 .C67 2012","0","0"
"PT2106 .N48 2014","0","0"
"F2849.3 .F365 2012","0","0"
"D810.P7 T9 2014","0","0"
"HJ2981 .F88 2013","0","0"
"HE3288 .Z4664 2012","0","0"
"HE3288 .Z4664 2012","0","0"
"NK4340.Y84 N564 2013","0","0"
"NK4165.3 .P464 2013","1","0"
"DS797.48.W847 L522 2012","0","0"
"NX583.A1 L8 2006","1","0"
"PN2876.C43 L563 2012","0","0"
"BL1403.F93 S56 2013","1","0"
"ND2068.X535 W364 2013","0","0"
"N4955 .W543 2013","0","0"
"HQ1769.J53 Z436 2013","0","0"
"PS3553.H2724 Z75 2012","0","0"
"NE850 .B35 2013","0","0"
"RG501.C6 W824 2013","0","0"
"PN1998.2 .C447 2010","0","0"
"DS734.95 .G8648 2013","0","0"
"ND1047.B45 Y36 2006","0","0"
"N7340 .W85 2010","2","1"
"N7340 .W85 2010","3","1"
"HF5813.C6 Z436 2013","0","0"
"HT147.C48 W364 2013","0","0"
"GT2783.A2 D66 2013","0","0"
"HB2114.A3 Y355 2013","0","0"
"BQ4630 .H48 2013","0","0"
"BR128.C4 L534 2013","0","0"
"NK9900.7.C6 H8283 2013","0","0"
"PL2356 .Y836 2013","0","0"
"HC430.C6 W8245 2013","0","0"
"PL3748.G43 C37 2013","0","0"
"PL2837.E35 Z87 2013","0","0"
"DS797.28.D864 Z478 2012","0","0"
"PL2727.S2 L578 2013","3","0"
"PL2727.S2 L578 2013","1","0"
"PN1998.3.X545 J536 2013","0","0"
"HC427.95 .Z4593 2013","0","0"
"HQ684 .C37 2013","1","0"
"PL1201 .T318 2013","0","0"
"DS797.52.C434 H4 2013","0","0"
"BL1910 .T674 2013","4","1"
"LD6337 .W364 2013","0","0"
"DS757.5 .L53 2013","0","0"
"N7485.C6 G36 2013","0","0"
"N72.G55 H68127 2013","1","0"
"PL2935.E79 G45 2013","1","0"
"NX65 .L465 2013","0","0"
"N7349.C35 Y36 2010","0","0"
"DS715 .C3812 2013","0","0"
"Z3107.T5 X8 2013","0","0"
"DS754.16 .J53 2012","0","0"
"DS751.5 .C454 2013","1","0"
"LA563.7 .R49 2013","0","0"
"JN2959 .P735 2013","0","0"
"PT2673.A4695 R47 2014","1","0"
"HQ27 .E93 2013","0","0"
"HQ1623 .S33 2014","0","0"
"HQ1687 .T733 2013","1","0"
"DS155 .S733 2014","1","1"
"HQ1075.5.M6 G462 2012","0","0"
"PR9199.3.R238 B88 2014","0","0"
"DS134.23 .D548 2014","0","0"
"BD311 .E39 2014","1","0"
"JC375 .F66 2013","0","0"
"DD258.9 .B944 2014","0","0"
"PT3807.L4 D647 2014","0","0"
"QH26 .C67 2014","1","0"
"GV1045.5.M42 B673 2014","1","2"
"GV1061.15.R62 G47 2014","0","0"
"GE170 .C62 2014","1","0"
"GV943.49 .V43 2014","2","1"
"GV606.5 .K45 2014","1","0"
"TX945.5.C25 L27 2012","0","0"
"DD53 .K46 2014","0","0"
"PQ8098.13.A8 I58 2013","0","0"
"PQ8098.26.A675 V53 2013","1","1"
"BV5080 .L564 2014","1","0"
"PQ6722.I565 Z46 2013","0","0"
"F1219.3.T4 S47 2013","0","0"
"D640 .A396 2014","0","0"
"PQ8098.23.I87 D57 2014","0","0"
"F1466.5.A688 G373 2013","1","0"
"F1321 .H57 2004","0","0"
"F1391.Z66 M53 2011","0","0"
"E99.P6 O84 2012","1","0"
"DG316 .M37 2013","1","0"
"LE7.O38 M37 2012","0","0"
"PR9199.4.B695 N566 2014","0","0"
"BP194 .B375 2010","0","0"
"RC178.G32 R46 2013","0","0"
"F1228.9 .T733 2013","0","0"
"F1219.1.C45 R87 2012","1","0"
"BS460.G3 A15 2014","0","0"
"PN3441 .L44 2013","4","0"
"PQ7671 .M67 2014","0","0"
"PQ6324 .A1 2013","4","0"
"KZ4284 .M87 2011","0","0"
"F3320 .R476 2011","0","0"
"F3320 .R476 2011","0","0"
"F3320 .R476 2011","0","0"
"F3319.1.M59 M37 2012","0","0"
"PN1979.S5 B24 2012","0","0"
"PR9199.4.J649 D64 2014","1","0"
"PN4751 .M54 2011","0","0"
"PQ6051 .S25 2014","0","0"
"PR9199.4.F372 A98 2014","0","0"
"PQ6718.O47 Z88 2014","0","0"
"D804.E85 S45 2013","0","0"
"DT82.5.J3 A23 2010","0","0"
"PQ7298.12.O76 T49 2013","2","0"
"PQ6707.A357423 T73 2013","0","0"
"HE8700.9.I76 Z34 2010","0","0"
"DD280.6 .C82 2013","0","0"
"DS63.1 .H55 2012","0","0"
"DG89 .L32 2014","0","0"
"RD27.34.R38 2014","0","0"
"PQ7298.17.U835 H66 2013","0","0"
"PL984.E3 P62 2012","0","0"
"KZ7360 .K56 2012","0","1"
"PC3942.426.O793 Q56 2013","0","0"
"PQ6663.O666 A613 2013","0","0"
"PS3552.E75 Z48 2014","11","0"
"TT507 .P79 2014","1","0"
"JZ1305 .D882 2014","0","0"
"BQ8218.U3634 K9813 2013","0","1"
"DS793.L497 P37 2013","0","0"
"KF8745.S33 M87 2014","2","1"
"PL955 .Y455 2012","1","1"
"PJ6184 .A1929 2011","0","0"
"BP170.85 .N56 2011","0","0"
"PQ7297.I77 B4 2012","0","0"
"LB14.7 .T35 2012","0","0"
"F1391.O12 O9416 2010","0","0"
"HC125 .P759 2013","0","0"
"D505 .E49 2013","0","0"
"F1973.P69 C36 2012","0","0"
"BS2595.52 .M55 2014","1","0"
"JF1352 .H547 2012","0","0"
"GN776.32.K6 H348 2012","0","0"
"KJC5054 .A94 2014","0","0"
"PN6165 .C3653 2014","3","0"
"PQ443 .C54 2013","0","0"
"PQ3989.3.D578 M57 2013","0","0"
"BF723.S74 .B45 2013","3","0"
"DK38 .E27 2013","0","0"
"DS905.9 .K985 2012","0","0"
"BM755.F693 F75 2013","0","0"
"F2161.A83 F54 2014","0","0"
"BR855 .C67 2014","2","0"
"PG3328.Z7 R42236 2014","0","1"
"BM755.S544 S55 2014","0","0"
"DS921.9 .C56 2014","0","0"
"PR9210 .D48 2014","5","0"
"B721 .K35 2014","2","0"
"DA125.I7 M68 2014","0","0"
"DS109.15 .D86 2014","2","0"
"PM7807.P33 D74 2014","0","0"
"E112 .B294 2014","1","0"
"E458 .R26 2014","1","0"
"DU567 .H36 2014","0","0"
"BD176 .N38 2014","0","0"
"PS153.N5 W458 2014","1","0"
"PN204 .D38 2014","0","0"
"PA6003 .R56 2014","3","0"
"PN1993.5.M4 S28 2014","4","0"
"BR115.P8 G745 2014","0","0"
"AZ101 .W39 2014","6","0"
"PS169.S413 A44 2014","4","0"
"DR1976.A9 A76 2014","1","0"
"CT25 .C355 2014","2","0"
"PR9184.6 .C75 2014","1","0"
"PR468.D43 D42 2014","1","0"
"P96.T422 U6358 2014","2","0"
"PR878.D4 F67 2014","0","0"
"B824.4 .B45 2014","1","0"
"BX341 .W47 2013","2","0"
"PR9188.2.I54 I53 2014","1","1"
"E183.7 .M74 2014","1","0"
"B3279.H8472 F7 2014","0","0"
"HQ144 .O84 2014","1","0"
"PS3612.A37 L58 2014","1","0"
"F548.9.M5 B34 2014","0","0"
"PS3560.O37494 A6 2014","0","0"
"PS3611.E967 O43 2013","1","0"
"DS126.5 .A8637 2014","0","0"
"PA6446.A66 J78 2014","1","0"
"PS3515.A9877 S49 2014","0","0"
"PS3603.A537 A6 2014","1","0"
"D31 .S73 2014","0","0"
"PS3619.E984 A6 2014","1","0"
"PS3558.E799 A6 2014","1","0"
"DS759.4.R45 R44 2014","0","0"
"DS917.444 .K55788513 2013","1","1"
"PS3618.I39235 D58 2014","2","0"
"DS135.P7 S69175  2013","0","0"
"GV884.G78 G75 2014","3","0"
"BF449 .L47 2014","2","0"
"PT1338 .H26 2014","1","0"
"G245 .E83 2013","1","0"
"PR6069.C584 B486 2014","0","0"
"DS134 .R68 2014","0","0"
"DC363 .G64 2013","1","0"
"PQ2601.P6 Z675 2013","0","0"
"PQ7798.412.E33 R43 2011","0","0"
"DT236 .B56 2013","0","0"
"HC130.E5 R46 2012","1","0"
"PQ6605.E7 Z696 2013","0","0"
"PG3492.56.R583 B84 2013","1","0"
"JZ1318 .C58 2014","1","0"
"GT3286.K6 D43 2014","1","0"
"HV2561.W18 A76 2014","0","0"
"HN490.M26 F67 2014","5","0"
"HD30.4 .M3696 2014","0","0"
"HD2351 .F55 2014","3","0"
"HF5415.1265 .P57 2014","2","2"
"JZ4974 .U67 2014","0","0"
"HQ799.I5 D97 2014","1","0"
"HM846 .A77 2014","1","0"
"LB2822.75 .A77 2014","0","1"
"UB418.C45 S44 2014","2","0"
"GT2254 .F35 2014","5","0"
"HD30.28 .C7325 2014","2","0"
"JZ1570.A5 E865 2014","0","0"
"HM753 .S26 2014","4","0"
"HM753 .I43 2014","0","0"
"LA412 .W24 2014","0","0"
"HC800 .M625 2014","0","0"
"U264 .N36 2014","6","1"
"JZ5538 .A87 2014","1","0"
"JC599.C2 E45 2014","0","1"
"E77.2 .T446 2014","5","0"
"LC3981 .H36 2014","2","0"
"HC905 .W56 2014","0","0"
"BF173 .M35846 2014","1","0"
"Z6601 .B57 1998","2","0"
"D1055 .I54 2013","0","0"
"DS247.7.A74 M37 2012","0","0"
"BP134.S3 A83 2000z","1","0"
"P92.E9 P354 2013","0","1"
"DR1313 .P57 2013","0","0"
"BP188.8.S7 I368 2012","0","0"
"PN1995 .A214 2012","0","0"
"PA2057 .B55 2013","1","0"
"DR43 .L25 2013","1","0"
"G1782.M4S1 B4 2014","0","0"
"DA125.Z56 P37 2014","0","0"
"E169.1 .D78 2014","1","0"
"DA930 .W34 2014","0","1"
"BL2747.3 .S64 2014","1","0"
"PC4074.7 .R67 2014","0","0"
"D768.3 .L64 2014","1","1"
"D808 .C76 2014","0","0"
"PR9185.2 .H84 2014","0","0"
"PS3601.B677 C53 2014","15","0"
"PN1993.5.E18 E37 2014","0","0"
"BD161 .M17 2014","0","0"
"DS597.215.A58 A45 2013","0","0"
"DJK45.E85 E97 2014","0","0"
"F868.S25 M46 2014","1","0"
"PS3602.R3598 F87 2014","0","0"
"E887.C55 A3 2014","12","1"
"BR750 .S68 2014","0","1"
"B945.R524 M34 2014","1","0"
"PR1678.D373 R36 2014","1","0"
"PS3611.H32 L37 2014","2","0"
"BP195.I8 M37 2014","0","0"
"DA145 .L54 2014","1","0"
"B2430.L964 S29 2014","0","0"
"E183.8.K7 P314 2014","0","0"
"PN1994 .T855 2014","1","0"
"DA960 .D67 2014","2","0"
"PS325 .S36 2014","0","1"
"DR1752 .A63 2014","4","0"
"PS374.S764 C55 2014","1","0"
"PS3557.U846 A6 2014","2","0"
"BM755.S288 T45 2014","0","1"
"HQ16 .S4725 2014","2","3"
"PS3563.E7426 S55 2014","1","1"
"PR9199.4.F679 S66 2014","1","0"
"PS3616.R58 S83 2014","0","0"
"PT5881.21.O25 Z6613 2014","1","0"
"PS3619.K947 Z468 2014","0","0"
"HQ1870.9 .S53 2014","0","0"
"CB425 .R337 2014","2","0"
"HQ1593 .S34 2014","2","0"
"PS3563.A28 A5 2014","1","0"
"PS3563.U83495 A47 2014","1","0"
"PS3569.W252 A75 2013","0","0"
"PQ2664.U3475 A8413 2014","0","0"
"PS3604.A332545 B37 2014","1","0"
"DF225.4 .F56 2014","1","0"
"PR9614.52.F75 B47 2013","0","0"
"PR9199.4.C379 B57 2013","1","0"
"PS3612.E564 A6 2013","0","0"
"BQ4022 .E54 2013","0","0"
"PS3612.O928 C48 2014","0","0"
"PS3553.U75 Z69 2014","0","0"
"BX830 1962 .C55 2014","0","0"
"PR9369.3.K64 D84 2014","2","0"
"PS3553.H3346 D87 2014","0","0"
"PN56.E27 M66 2014","2","0"
"PR6065.R7 E68 2014","2","0"
"BT903 .G659 2014","2","0"
"PS3602.L435 F67 2014","0","1"
"PS3602.O8892 F69 2014","2","1"
"HQ77.9 .J44 2014","3","1"
"DS134.42.B65 G78 2014","0","0"
"PS3602.U7295 H69 2014","0","0"
"PL992.73.K94 I513 2013","1","0"
"PR9199.4.R625 J25 2013","1","0"
"PN2287.H795 G74 2014","1","0"
"PS3602.E394 J64 2014","0","0"
"BT82.7 .F56 2014","0","0"
"PS3619.I365 L55 2014","1","0"
"PR6108.U5897 L67 2014","0","0"
"PS3612.O27 M68 2014","6","0"
"PL2694.C57 A2 2014","2","0"
"PS3613.A28347 N48 2014","0","0"
"PR6068.I287 N48 2014","0","0"
"PN2080 .O245 2013","0","0"
"PS3618.O665 O25 2014","1","0"
"PS3619.M537 O55 2014","1","0"
"PQ7087.E5 P56 2014","3","0"
"PR9199.3.F5669 F67 2014","0","0"
"BX9175.3 .M355 2014","0","0"
"BS1445.L3 W35 2014","0","0"
"PR698.C6 R47 2014","0","0"
"BP605.N46 E99 2014","2","0"
"PR1309.N65 S56 2014","0","0"
"PS3604.R4727 S66 2013","1","0"
"PS3603.H42 A6 2014","3","1"
"HQ77.9 .S86 2014","1","1"
"PN2091.F53 I66 2014","0","0"
"PR6063.A288 T56 2014","0","0"
"PR9199.3.C5265 T73 2014","0","0"
"PN1009.A1 H69 2014","1","0"
"PR9199.3.M656 W55 2013","1","0"
"HQ1136 .B35 2014","0","0"
"BL48 .M67 2014","0","0"
"D515 .B78 2014","0","0"
"KZ3881.T65 K523 2012","0","0"
