"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"HD5473 .P65 2014","0","0"
"HD5473 .P65 2014","0","0"
"UG1245.S65 M67 2012","0","0"
"DL147 .S2413 2015","5","0"
"DK258.6 .Z585 2013","0","0"
"PQ8098.3 .E38 2014","0","1"
"PQ9022.A4 M33 2012","0","0"
"PN5276.V364 A5 2013","0","0"
"DS796.H757 Z459 2014","0","0"
"U264 .W37 2015","2","0"
"B2430.B43 K49 2015","0","0"
"BR115.L25 C48 2015","0","0"
"D767.3 .I25 2014","0","0"
"D764 .L774 2013","0","0"
"DK275.P48 M45 2013","0","0"
"UG635.S65 T66 2010","0","0"
"PC3911 .L68 2014","0","0"
"DK651.S65 B84 2013","0","1"
"PQ6672.I473 A73 2014","1","0"
"R534.B25 K89 2014","0","0"
"DK510.35.A75 O88 2014","1","0"
"DJK45.R9 R66 2014","0","0"
"UB271.R9 B568 2012","0","0"
"DS793.S62 O27 2014","0","0"
"DK265.19 .S44 2014","0","0"
"DK771.K18 M67 2010","1","0"
"DL743.P8 K74 2014","0","0"
"NA1196 .Z54 2015","1","0"
"PA4449.F7 D4 2012","0","1"
"DK759.Y2 U84 2014","1","0"
"HM1271 .H37 2007","0","0"
"G70.217.G46 M58 2014","1","0"
"DK189 .V397 2014","0","0"
"PN2724 .P73 2014","1","0"
"DK38 .V735 2012","0","0"
"PR4231 .A4 1984","1","0"
"D802.R82 R94 2013","0","0"
"HA1450.12 .A4 2010","1","0"
"DK67.5.U38 S77 2014","0","0"
"DK771.B3 U84 2013","0","0"
"RA971.35 .H864 2015","3","0"
"BL2211.W65 A43 2015","5","0"
"PG5007 .D483 2013","0","0"
"DK510.763 .L463 2013","0","0"
"F1776 .P46 2014","9","0"
"PG1620.12.U87 M66 2014","0","0"
"BR141 .S84 v. 51","2","0"
"BX494.V53 N68 2013","0","0"
"HC79.P6 P6827 2015","0","0"
"DK509.7724 .G83 2014","0","0"
"DK33 .S635 2010","0","0"
"NA1199.S43 V35 2015","0","0"
"HQ799.R92  P758 2013","0","0"
"DS26 .G77 2014","0","0"
"F1938.55 .M26 2013","0","0"
"PC4065 .E89 2014","0","0"
"PL852.I33 B93167 2000","0","0"
"PL852.I33 B93167 2000","0","0"
"PL852.I33 B93167 2000","0","0"
"DK510.33 .T735 2013","0","0"
"DR966 .M49 2012","0","0"
"LA839.4 .R6675 2014","0","0"
"F1053.25.G65 A3 2015","0","0"
"BS580.N45 F58 2015","0","0"
"DS135.A68 S65 2015","1","0"
"F1055.J5 J85 2015","0","0"
"BX1378.7 .P57 2014","1","0"
"DK67.5.G3 S682 2011","0","0"
"PN1993.5.F7 B21 2014","0","0"
"ND2920 .M36 2014","0","0"
"U55.D76 S44 2012","0","0"
"PR6003.O95 R59166 2007","0","0"
"DC280.3 .A4 2013","0","0"
"Z1029 .I43 2014","0","0"
"DC255.V38 F56 2013","0","0"
"DT295 .B34 2013","0","0"
"DC607.7 .H36 2013","0","0"
"BL2747.8 .L353 2014","1","0"
"PS3563.O8749 Z92 2014","0","0"
"PN5010.P64 G86 2014","0","0"
"PQ7371 .A85 2014","0","0"
"HQ1090 .E54 2015","0","0"
"HT395.I5 R47 2014","0","0"
"GN406 .G46 2011","1","0"
"RG965.I4 M38 2014","0","0"
"PQ6065 .H54 2014","0","0"
"PQ6065 .H54 2014","0","0"
"HC79.E5 N498 2014","0","0"
"UG635.I4 S27 2014","0","0"
"HC435.2 .S273 2014","0","0"
"KNS715 .L36 2014","0","0"
"PN2884.2 .J356 2014","0","0"
"PR9499.3.S53 A6 2014","0","0"
"PM6301 .H69 2007","0","1"
"JQ231 .J58 2014","0","0"
"RA971.35 .S27 2014","1","1"
"F2687 .J64 2014","0","0"
"HC440.E5 N27 2014","1","0"
"F3083.5.S7 H46 2014","0","0"
"PS3562.A414 S8 2015","0","0"
"BM506 .T2 2015","0","0"
"P85.A46 A62 2014","0","0"
"DS481.S5513 B73 2014","0","0"
"PL2919.L5 C54 1981","1","0"
"PL6015 .L674 2014","0","0"
"BF201 .D368 2015","0","0"
"P120.V37 C36 2014","0","0"
"PQ8098.436.U55 R33 2015","0","0"
"E241.H8 V46 2015","0","0"
"DC113 .L543 2015","0","0"
"PQ145 .L43 2015","0","0"
"LA831 .R8775 2015","0","0"
"PN5377.S6 M33 2014","0","0"
"DB2218.7 .O237 2013","0","0"
"HC79.P6 C66 2014","0","1"
"PG1620.29.I423 K78 2014","0","0"
"DE71 .C556 2014","0","0"
"JQ298.C6 R36 2014","0","1"
"F2349.P6 A48 2012","0","0"
"HT169.I5 I53 2014","1","0"
"PQ8098.23.E7257 P57 2014","0","0"
"HG815 .C475 2014","0","0"
"BX4705.M84 D83 2014","0","0"
"PQ6256.S34 H57 2014","1","0"
"PQ2710.E56 N85 2015","0","0"
"PQ7797.B635 Z63836 2014","0","0"
"HQ1587 .M832 2014","1","0"
"DB2045 .F725 2014","0","0"
"DB2208.7 .O335 2014","0","0"
"HX391.5 .M37 2014","1","0"
"HD8682.5 .I58 2012","0","0"
"KNS977 .D37 2014","0","0"
"JQ298.B43 N34 2014","0","1"
"LA2383.I62 P73 2014","0","0"
"DS396.8.S95 D37 2014","0","0"
"HF5415.15 .P33 2014","0","0"
"DL147 .S2413 2015","4","0"
"HQ1190 .U6165 1998","0","0"
"D974 .E86 2014","1","1"
"JC143.M4 A48164 2001","1","0"
"HF3021 .A44 2015","0","0"
"KF4842 .W33 2015","2","0"
"HD8039.S86 C853 2015","2","0"
"HV6432.44.F67 P67 2015","1","0"
"HD3484.A4 M56 2015","0","0"
"HD1773.A5 R63 2015","3","0"
"HF5465.U4 H69 2015","1","0"
"HM1231 .S73 2015","6","0"
"KNQ465 .J66 2015","0","0"
"KD554 .J87 2015","2","0"
"LC1024.G7 P65 2015","0","0"
"QC973.5 .F33 2015","0","0"
"KG546 .R57 2015","0","0"
"QC903 .L53 2015","0","0"
"HT384.C62 L56 2015","0","0"
"HD30.28 .R41927 2015","0","0"
"KNE176.6 .C74 2015","0","0"
"HQ792.G73 G65 2015","3","0"
"HD1538.S6 C667 2014","0","0"
"HV9950 .K45 2015","2","0"
"LB2395.35 .F56 2015","0","0"
"JA86 .K37 2015","4","0"
"JQ1846.A69 P64 2015","1","0"
"HD9015.S652 H86 2015","3","0"
"HN660.A8 G66 2015","2","0"
"LB2331.65.W47 Q35 2015","0","0"
"HV6485.A82 N497 2015","0","0"
"LB1607.5 .N64 2015","2","0"
"JK468.I6 L46 2015","0","1"
"LA229 .K49 2015","3","0"
"PN6222.V4 A14 2014","0","0"
"PQ6185 .Z66 2014","1","0"
"HV1431 .N47 2015","0","0"
"GE198.Y45 F37 2015","2","0"
"E98.S6 N49 2015","3","0"
"HG3978 .S74 2015","1","0"
"GN17.3.I75 A28 2015","0","0"
"K415 .H45 2015","1","0"
"GN269 .S65 2015","5","0"
"E99.M6815 P53 2015","3","0"
"HB74.P65 H658 2015","0","0"
"HQ1034.L29 D54 2015","1","0"
"JV4215 .M96 2015","1","0"
"JC177.A4 L36 2015","1","0"
"GV1061.15.R83 L53 2015","2","0"
"HV6433.F7 A38 2015","4","0"
"HM746 .J645 2015","2","0"
"HT169.E85 M3713 2015","0","0"
"HN79.C83 C6479 2015","0","0"
"HV881 .O15 2015","0","0"
"P301.5.P67 E54 2015","3","0"
"HC79.C3 H368 2015","3","0"
"HV6556 .S423 2015","1","0"
"HQ778.63 .O24 2015","0","0"
"HN723.5 .M3916 1998","0","0"
"PQ6174 .D475 2014","0","0"
"F1941.H3 V37 2013","0","0"
"HM201 .B39167 1997","1","0"
"HF331.C6 Z464 1955","0","0"
"PQ8259.2.J56 Z54 2014","0","0"
"RC552.A5 O26 2015","2","0"
"RC438 .P54 2015","2","0"
"UF405.S58 B48 2013","0","0"
"PL2960.U83 Y68 2014","0","0"
"RC438.6.F47 L44 2015","0","1"
"PQ2673.O376 S56 2015","1","0"
"PQ7798.413.A322 D57 2014","1","0"
"PQ2678.O4153 S38 2015","0","0"
"DJK27 .G52 2014","0","0"
"PQ8550.417.O545 J84 2014","1","0"
"PQ2601.P6 Z7337 2014","0","0"
"DK508.9.K78 G82 2014","0","0"
"DC203 .P48 2015","2","0"
"HT384.I4 Q6 2014","0","0"
"JL3892 .V53 2013","1","0"
"DK651.T9 K575 2009","0","0"
"PQ8180.23.U83 M35 2014","1","0"
"BF121 .A88 2015","0","0"
"HQ706 .M35 2015","0","0"
"HV640 .M37 2015","0","0"
"HM1271 .A958 2015","1","1"
"JC423 .M35594 2015","1","0"
"HM726 .B75 2015","0","0"
"HG3431.A6 M35 2015","0","0"
"KD3989 .B55 2015","1","0"
"LC929.7.U6 S76 2015","1","0"
"HV890.S34 C45 2015","0","0"
"JZ1730 .C56 2015","5","0"
"JC327 .P55 2015","0","0"
"P94.65.J3 D43 2015","3","0"
"JC423 .G88 2015","1","1"
"JZ1308 .W43 2015","2","0"
"JC423 .H759 2015","0","0"
"BF378.E94 D53 2015","0","0"
"HC79.E5 H355 2014","0","0"
"JN6520.R43 M65 2015","0","0"
"JN30 .L66 2015","0","0"
"JN1129.C7 W546 2015","0","0"
"HV6035 .D87 2015","0","0"
"HD2932 .E97 2015","0","0"
"JF801 .F66 2015","0","0"
"HD6072.6.F6 R36 2015","0","0"
"HD9999.B443 S87 2015","1","0"
"JN3971.A95 G478 2015","0","0"
"JZ6377.G4 K68 2015","0","1"
"HN380.Z9 C6445 2015","0","0"
"JZ5584.I4 G68 2015","0","0"
"P57.F8 W49 2015","0","0"
"JZ5675 .A43 2015","0","0"
"HM1271 .I58 2015","0","0"
"K699 .E78 2015","1","0"
"HC79.C6 H45 2015","0","0"
"HV1451 .W455 2015","1","0"
"HG173 .C647 2015","0","0"
"HD2368.U6 L66 2015","3","0"
"JZ6374 .M87 2015","2","0"
"HB615 .C587 2015","3","0"
"HF5549.5.S38 O45 2015","1","0"
"LC89 .A817 2015","4","0"
"HV6626 .H39 2015","0","0"
"HV6556 .C37 2015","0","0"
"PN1992.8.S75 S727 2015","1","0"
"LB2341 .K365 2015","2","0"
"HV6666 .L66 2015","1","0"
"HM554 .K36 2015","0","0"
"HM1025 .W55 2015","0","0"
"LB2342 .C247 2015","1","0"
"HD6490.Y65 Y68 2015","0","0"
"BF692 .R87 2015","0","0"
"LB1029.W34 C53 2015","0","0"
"HD926.5 .C36 2015","0","0"
"HC240 .M656 2015","0","0"
"HT395.A9 C66 2015","0","0"
"LA217.2 .G54 2015","2","0"
"JZ1570.A55 E9774 2015","0","0"
"E99.P9 D326 2015","0","0"
"HM901 .H35 2015","0","0"
"HN120.S25 S64 2015","0","1"
"JL966 .L3585 2015","1","0"
"HM851 .N47675 2015","1","0"
"HF1025 .P54 2015","0","0"
"HQ767.5.U5 B345 2015","4","0"
"H62 .I657 2014","3","1"
"JC423 .R3258 2015","0","0"
"HQ1061 .H49 2015","0","0"
"LA230.5.A6 S68 2014","0","0"
"LB3060.37 .R83 2015","0","0"
"H61.24 .S58 2015","3","0"
"HM708 .S65145 2015","1","1"
"HM881 .D45 2015","4","0"
"BF511 .E45 2015","0","0"
"HB501 .D662713 2015","1","0"
"GN296 .P66 2015","0","0"
"LB2835.25 .N67 2015","1","0"
"LB3064 .S96 2015","0","0"
"HT321 .H367 2015","0","0"
"HC260.C6 L53 2015","0","0"
"PQ2672.E25 Z726 2014","0","0"
"HF1131 .S495 2014","0","0"
"HJ5450 .E58 2014","0","0"
"D744.5.U6 S63 2015","0","0"
"PQ8550.14.U655 T54 2014","0","0"
"HC435.3 .A342423 2014","0","0"
"F2323 .C634 2013","1","0"
"DK37.8.R6 S48 2014","0","0"
"DS735 .C58127 2014","1","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"DS735 .C58127 2014","0","0"
"PL2392 .Z566 2012","0","0"
"BQ1120 .C45 2013","0","0"
"DS33 .H356 2014","0","0"
"DS750.82 .Y36 2014","0","0"
"DS752 .L5885 2014","0","0"
"DS752 .L5885 2014","0","0"
"PL2694.S24 Z588 2014","0","0"
"BQ626 .D823 2013","0","1"
"DS793.G67 Z436 2014","0","0"
"DS793.G67 Z436 2014","0","0"
"BF1770.C6 Z446 2014","0","0"
"DS19.P45 X8 2014","0","0"
"JQ1512 .L565 2014","0","0"
"DS793.M7 P65127 2013","1","0"
"DS730 .Y3772 2014","0","0"
"HT384.C6 W45 2014","0","0"
"PN2878.L513 A3 2014","0","0"
"B5234.H7924 L52 2014","0","0"
"DS764.23.L52 X542 2014","0","0"
"PL2857.E534 Y836 2015","0","0"
"PL2847.T98 Q55 2015","0","0"
"PL2933.E52654 W623 2014","1","0"
"DS721 .S834 2014","0","0"
"CT3990.H78 K47 2012","0","0"
"PL2833.7.A529 Z466 2014","0","1"
"PL2970.5.N258 W623 2014","0","0"
"DS797.28.D864 X536 2014","0","0"
"PN1995 .D343 2015","0","0"
"B5234.L5244 A3 2014","0","0"
"B5234.L5244 A3 2014","0","0"
"PL2942.3.A678 A6 2014","0","0"
"PN6109.C5 G44 2014","1","0"
"PN1998.3.L523 Y364 2014","0","0"
"PL2842.H732 Z48 2014","0","0"
"PL2740.N3 Z689 2015","0","0"
"PL2843.P5 Z653 2015","0","0"
"Z1003.5.C45 W4563 2014","0","0"
"PL2436 .M564 2015","0","0"
"DS721 .A34 2014","0","1"
"DS765 .J523 2014","1","0"
"CT3990.A2 W82 2014","0","0"
"CB203 .C476 2014","0","0"
"PL2896.N624 W36 2014","0","0"
"PL2896.N624 W36 2014","0","0"
"PL2896.N624 W36 2014","0","0"
"PL2896.N624 W36 2014","0","0"
"PL2879.H774 P36 2014","1","0"
"PL2977.Z453 W62 2013","0","0"
"DS774.7 .C4464 2014","0","0"
"PL2933.E5495 S5836 2014","0","0"
"PL2336 .Y3643 2014","0","0"
"PL2466.Z6 S45 2009","0","0"
"PL2879.S72 P3434 2014","0","0"
"PL3031.Y352 Z436 2014","0","0"
"LG51.Y56 H453 2014","1","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PL2862.U143 A6 2014","0","0"
"PN879.C5 Y456 2014","0","0"
"B5231 .H47 2014","0","0"
"PL2303 .X5363 2014","0","0"
"N7340 .Y574 2014","0","0"
"PL2303 .L596 2014","0","0"
"PL2879.T653 A6 2014","0","1"
"DS708 .G43 2014","0","0"
"DS777.5316.T45 Y825 2014","0","0"
"DS777.5316.T45 Y825 2014","1","0"
"PL2966.U335 Y83 2014","2","0"
"PL1071 .S885 2014","0","0"
"PL2868.I26 Z45 2014","1","1"
"PL2307 .M375 2014","0","0"
"PL2976.W365 D36 2014","0","0"
"PL2717.U337 Z886 2014","0","0"
"PN879.C5 L58 2014","0","0"
"PL2947.5.U9 Y36 2014","0","0"
"PL2824 .F3 2014","0","0"
"PL2824 .F3 2014","0","0"
"PL2824 .F3 2014","0","0"
"PL2303 .D564 2014","0","0"
"PL2939.5.K4 X56 2014","0","0"
"PL2543 .Z4668 2014","0","0"
"PL3031.N6 Z466 2010","0","0"
"PN81 .D826 2014","0","0"
"PL2697 .A6 2014","0","0"
"PL2303 .K836 2014","0","0"
"PL2442 .S36 2014","0","0"
"PL3031.J532 L58 2014","0","0"
"PL2436 .G86 2014","1","0"
"PL2749.C8 Z663 2014","0","0"
"PL3031.S92 P46 2014","0","0"
"PL2877.X58 X56 2014","1","1"
"PL2958.E547 Z455 2014","1","0"
"PL2958.E547 Z455 2014","1","0"
"PL2958.E547 Z455 2014","1","1"
"PL2368.T7 L578 2014","0","0"
"PL2277 .H664 2014","0","0"
"PL2333 .L839 2014","0","0"
"PL2412 .Y36 2014","0","0"
"PK6978.8 .X56 2013","0","0"
"PL2277 .Z446 2015","0","0"
"PL2765.U2 A6 2014","1","0"
"HC427.95 .X556 2014","0","1"
"PL2412 .W364 2014","0","0"
"PL2302 .L549 2014","0","0"
"PL2878.A5974 W6 2014","0","0"
"DS793.S62 K84 2014","3","0"
"PL2948.3.Y664 W45 2014","0","0"
"DS778.S82 T36 2014","1","0"
"PL2949.7.U244 S546 2014","0","0"
"PL2960.O534 S55 2014","0","0"
"PL2548 .C446 2014","0","0"
"PL2302 .Z432 2014","0","0"
"PL2322.5 .Z468 2014","0","0"
"PN441 .Z68 2014","0","0"
"PL2837.H754 Z456 2015","0","0"
"KNQ68 .Z4658 2013","0","0"
"PL2261.L483 H85 2014","0","0"
"PL2947.5.U845 Y83 2014","0","0"
"PL2687.D36 Z636 2014","1","0"
"KNN440 .X827 2014","0","0"
"PL2450 .W46 2014","0","0"
"PL2450 .W46 2014","0","0"
"PL2450 .W46 2014","0","0"
"PL2450 .W46 2014","0","0"
"PL2450 .W46 2014","0","0"
"PL2450 .W46 2014","0","0"
"DS797.54.B393 J536 2014","0","0"
"PL2687.S78 A6 2014","1","0"
"PL2671 .A6 2014","1","0"
"DS775.8 .T37 2014","0","0"
"HN733.5 .Y823 2014","1","0"
"DS776.6 .D46 2014","0","0"
"GN635.S57 F48 2014","2","0"
"PL2919.A58 A6 2014","2","1"
"PL2923.5.M5 A6 2014","0","0"
"PL2857.A5235 A6 2014","0","0"
"PL2909.I284 A6 2014","0","0"
"PL2904.T86 A6 2014","1","0"
"PL2843.P5 A6 2014","0","0"
"PL2878.N14686 A6 2014","0","1"
"PL2925.L54 A6 2014","0","0"
"PL2946.E72 A6 2014","0","0"
"PL2960.U533 A6 2014","0","0"
"PL2851.G86 H68 2015","0","0"
"PL2969.L39 W46 2014","0","0"
"PL2919.N563 S55 2014","0","0"
"PL2908.N46 Q256 2014","0","0"
"DS33 .M36 2014","1","0"
"DS798.63.S65 G45 2014","0","0"
"DS798.63.S65 G45 2014","0","0"
"DS19 .H838 2014","0","0"
"PN5366.Z436 A25 2014","0","0"
"PL2831.T3 A6 2014","0","0"
"PL2969.Y84 Y583 2014","0","0"
"PL2307 .J5643 2014","0","0"
"PL2946.3.A4276 L368 2015","0","0"
"PL2930.5.O88 D37 2014","0","0"
"PL2942.5.N333 T54 2014","0","0"
"PL2687.W83 Z977 2014","0","0"
"PL2925.L54 C664 2014","0","0"
"PL2967.L564 H68 2015","0","0"
"PL2939.O546 Y836 2014","0","0"
"PL2939.A564 D38 2015","0","0"
"PL2971.G836 F464 2014","0","0"
"PL2935.I549 L536 2014","0","0"
"PL2955.A598 M45 2015","0","0"
"CT1826 .L5738 2014","1","0"
"PL2877.T783 W8 2015","0","0"
"PL2973.N825 Z48 2014","0","0"
"PL2653 .Y86 2014","1","0"
"PL2653 .W83 2014","1","0"
"PN171.P75 X848 2014","1","0"
"PL2946.H835 X57 2014","0","0"
"PL2946.H835 X57 2014","0","0"
"PL2958.I755 Q2532 2014","0","0"
"PL2958.I755 Q2532 2014","0","1"
"PL2842.H732 Y83 2014","0","0"
"PL2937.E363 Z664 2014","0","0"
"PL2937.A595 A658 2014","0","0"
"PL2969.R54 B34 2015","0","0"
"PL2976.Y588 W69 2014","0","0"
"PL2842.H732 Z35 2014","1","0"
"PL2842.H732 Z352 2014","0","0"
"PL2950.A335 X54 2014","0","0"
"PL2973.M536 X567 2014","0","0"
"PL2842.H732 X56 2014","2","0"
"PL2921.5.E86 A6 2014","0","0"
"PL419.G395 B65 2014","0","0"
"PL419.B347 A647 2014","0","0"
"PL419.S533 H664 2014","0","0"
"PL419.S533 H664 2014","0","0"
"PL2937.A95 C436 2014","0","0"
"PL2415 .L578 2014","0","0"
"Z1003.5.C6 B35 2014","0","0"
"PL2333 .S55 2014","0","0"
"PL2938.U33 Y85 2014","1","0"
"PL2513 .Y868 2014","0","0"
"PL2972.B56 Y85 2014","0","0"
"PL2744.C4 A6 2014","0","0"
"PL2765.U28 A6 2014","0","0"
"DS777.5314 .F36 2014","1","0"
"HE7286.T664 S86 2014","0","0"
"PL2837.W35 F45 2014","0","0"
"PN466 .Z436 2014","0","0"
"PL2837.W35 Y68 2014","0","0"
"PL2978.5.Z486 Y83 2013","0","0"
"PL76.76 .X56 2013","0","0"
"GT2853.C6 B35 2014","2","0"
"PL2921.6.G36 A6 2014","0","0"
"LG51.L33 X56 2014","0","0"
"PL2877.Z445 X5 2014","0","0"
"PL2262 .J536 2014","1","0"
"PL2947.W46 W8 2014","0","0"
"PL2939.5.J56 W8 2014","0","0"
"PL2519.P76 S55 2015","0","0"
"PL2623 .S536 2014","0","0"
"DS775.2 .U245127 2015","2","0"
"PL2945.E39 C5 2015","1","0"
"PL2946.H664 C436 2015","0","0"
"PL2946.9.N485 Z453 2014","0","0"
"PL2966.E363 Z456 2014","0","0"
"PL2837.X54 W6 2014","0","0"
"PL2967.5.Z45 Y88 2014","0","0"
"PL2941.B356 X5 2014","0","0"
"PL2842.H732 Y5 2014","2","0"
"PL2862.I165 Z45 2014","1","0"
"PL2933.E52695 H83 2014","0","0"
"PL2264 .L826 2014","1","0"
"PL2264 .L826 2014","0","0"
"PL2264 .L826 2014","0","0"
"PL2264 .L826 2014","0","0"
"PL2976.M5638 L86 2015","0","0"
"PL2861.O3145 Z3 2015","0","0"
"PL2947.5.U28 Y83 2015","0","0"
"KNQ2064.51982 .A6 2014","1","0"
"HN690.Z9 V565 2014","0","0"
"PK541 .S83 2014","0","0"
"KNS543 .B37 2014","1","0"
"B4755.S74 K67 2013","0","0"
"HG1552.T36 A3 2014","0","0"
"P39.5 .L56 2013","0","0"
"PQ8259.2.R3 R67 2014","1","0"
"PQ8259.2.G65 N68 2014","0","0"
"DS797.64.G89 G845 2006","0","0"
"DS797.28.J562 Z44 2013","0","0"
"TK5201 .L528 2013","0","0"
"DS753 .L5436 2014","0","0"
"PN2878.Y8 W44 2011","0","0"
"PN2878.M28 C43 2011","0","0"
"PN2876.L56 L52 2014","0","0"
"DS797.28.D863 Z43 2014","0","0"
"HQ997 .H4 2013","1","0"
"DS715 .C5367 2013","0","0"
"HQ1767 .Z58 2014","0","0"
"BQ640 .Y36 2013","0","1"
"BQ640 .Y36 2013","0","0"
"TS2010 .L58 2013","0","0"
"JC311 .O66127 2014","0","1"
"DS511 .Z434 2012","0","0"
"ND1049.L77373 W84 2014","1","0"
"PN2878.Y78 T3523 2010","0","0"
"PL2824.M4 Z945 2010","0","0"
"PN2878.M4 L423 2011","0","0"
"PN1998.3.L438 X56 2014","0","0"
"DS777.56 .J563 2014","0","0"
"LC2316 .Z48 2014","1","0"
"PN2878.C35 X54 2012","0","0"
"PN2878.K43 G825 2011","0","0"
"PN2878.W78 G85 2012","0","0"
"PN2877 .W36 2014","0","0"
"F2689 .S78 2014","0","0"
"KHP3003 .V35 2014","0","1"
"F2230.2.A78 P36 2014","1","0"
"PQ8550.416.L45 R84 2014","0","0"
"PQ8550.13.E5 J56 2014","0","0"
"KNS1278.W58 J35 2014","0","0"
"DS485.G882 M63548 2014","0","0"
"PN1997.2.R36 M44 2014","0","0"
"HT1521 .R34167 2014","3","1"
"HC440.E5 S795 2013","2","0"
"HM851 .D94 2015","2","0"
"DS485.A88 D468 2013","0","1"
"JF529 .C55 2016","4","0"
"JZ6377.A35 B33 2015","1","0"
"HD4904.25 .L476 2015","1","0"
"JN5452 .C46 2015","1","0"
"KZ3881.S46 C43 2015","2","2"
"HM742 .C59 2015","1","0"
"HQ684 .T74 2015","0","0"
"HD58.8 .D53 2015","1","0"
"HN49.C6 E26 2015","1","0"
"HT177.N5 G53 2015","3","0"
"HG979.5 .C38 2015","0","0"
"HN80.B7 T5713 2015","3","1"
"HG173 .M638 2015","0","0"
"LB1072 .H37 2015","2","2"
"HT169.L3 H68 2015","0","1"
"HG540 .S766 2015","0","0"
"GF41 .H375 2015","1","0"
"P120.R32 L36 2015","1","0"
"HD9696.2.C24 B566 2015","3","0"
"P94 .M3585 2015","2","0"
"HQ799.G9 P365 2015","1","0"
"HQ76.5 .M49 2015","1","0"
"HF1379 .D86 2015","0","0"
"TX349 .P66 2015","0","0"
"JF1351 .P65 2015","0","0"
"LB1025.3 .P683 2015","1","0"
"HA29 .P764 2015","5","0"
"HJ9924 .P83 2015","0","0"
"HD61 .Z67 2015","0","0"
"LA1143 .R47 2015","0","0"
"HF1111 .S85 2015","0","0"
"JZ4839 .R57 2015","0","0"
"BF1621 .A43 2015","2","0"
"LC214.22.V8 G74 2015","6","0"
"TK6678 .W65 2015","3","0"
"HF5415.32 .C432 2015","1","0"
"HC800 .J478 2015","1","0"
"JK2271 .M328 2015","2","1"
"JZ5538 .C6685 2015","0","0"
"LC2781 .D46 2015","2","0"
"LB2366 .C365 2015","2","0"
"HD6053 .H56 2015","0","0"
"JF1351 .B37 2015","0","0"
"HV6024 .P68 2015","1","0"
"HB74.P65 P79 2015","0","1"
"P96.E25 C86 2015","0","0"
"HV40.32.G66 B37 2015","0","0"
"LB1707 .P555 2015","1","0"
"JF1351 .N66 2015","0","0"
"LC6251 .P87 2015","3","0"
"LB2351 .W36 2014","1","0"
"HM821 .D4513 2015","2","0"
"LA230 .S745 2014","0","0"
"HT156 .I43 2015","0","0"
"PQ3803.B7 L453 2015","0","0"
"PQ53 .H43 2014","0","0"
"PQ2672.A4238 A6 2015","0","0"
"PQ155.O27 L33 2015","0","0"
"PA3873.A4 C36 2015","1","0"
"HQ1742 .I585 2014","0","0"
"BL803 .C68 2015","0","0"
"DS486.G3 C58 2014","0","0"
"PR9499.4.G67 N64 2014","0","0"
"PR9492.5 .P67 2011","0","0"
"B4249.D42 K67 2013","0","0"
"DS483.75 .M37 2012","0","1"
"DS450.R8 I512 2011","0","0"
"PQ2704.E34437 Q387 2015","1","0"
"HJ1334 .S46 2013","0","0"
"HQ759.25 .V44 2014","0","0"
"PQ307.P64 D47 2015","0","0"
"PQ7798.12.A657 I5 2012","1","0"
"CD1735.K29 G68 2008","0","0"
"CR612.K258 G676 2006","1","0"
"CR612.K258 G676 2006","0","0"
"CR612.K258 G676 2006","0","0"
"HB90 .V288  2014","0","0"
"HQ799.R8 C44 2014","0","0"
